original_ID,original_ADDRESS,original_POSTCODE,original_CITY,original_STATE,original_COUNTRY,original_source,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,county_code,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,confidence_building_level,attribution,attribution_license,attribution_url
333,230 Elgin Street,K2P 1L7,Ottawa,ON,Canada,Invoice,45.4185648,-75.6911579,"Pizza Pizza, 230 Elgin Street, Ottawa, ON K2P 1L6, Canada",Pizza Pizza,230,Elgin Street,K2P 1L6,Somerset,Centretown,,Ottawa,Eastern Ontario,Ontario,ON,Canada,ca,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
334,"4, Rue Milton",75009,Paris,NA,France,Invoice,48.8769291,2.3406046,"4 Rue Milton, 75009 Paris, France",,4,Rue Milton,75009,Paris,9th Arrondissement,,Paris,,Ile-de-France,IDF,France,fr,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
335,113 Lupus St,SW1V 3EN,London,NA,United Kingdom,Invoice,51.4876214,-0.1417311,"Pizza Hut Delivery, 113 Lupus Street, London, SW1V 3EN, United Kingdom",Pizza Hut Delivery,113,Lupus Street,SW1V 3EN,,Pimlico,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
336,110 Raeburn Pl,EH4 1HH,"Edinburgh ",NA,United Kingdom,Invoice,55.9593164,-3.2144824,"110 Raeburn Place, City of Edinburgh, EH4 1HH, United Kingdom",,110,Raeburn Place,EH4 1HH,,Comely Bank,,City of Edinburgh,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
337,307 Macacha Güemes,1106,Buenos Aires,NA,Argentina,Invoice,-34.60533707142857,-58.36399481428572,"Macacha Güemes 307, Puerto Madero, C1107 CDA Buenos Aires, Argentina",,307,Macacha Güemes,C1107CDA,Comuna 1,Puerto Madero,,Buenos Aires,,,,Argentina,ar,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
338,"12,Community Centre",110017,Delhi,NA,India,Invoice,28.541742158227848,77.21260914050633,"110017, DL, India",110017,,,110017,,,,,Hauz Khas Tehsil,Delhi,DL,India,in,0.5,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
339,1498 rue Bélanger,H2G 1A7,Montréal,QC,Canada,Invoice,45.5449832,-73.604561,"1498 Rue Bélanger, Montreal, QC H2G 1A7, Canada",,1498,Rue Bélanger,H2G 1A7,La Petite-Patrie,Rosemont–La Petite-Patrie,,Montreal,Urban agglomeration of Montreal,Quebec,QC,Canada,ca,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
340,Sønder Boulevard 51,1720,Copenhagen,NA,Denmark,Invoice,55.66655,12.55315,"Sønder Boulevard 51, 1720 Copenhagen, Denmark",,51,Sønder Boulevard,1720,,Vesterbro,,Copenhagen,,Capital Region of Denmark,,Denmark,dk,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
341,627 Broadway,10012-2612,New York,NY,USA,Invoice,40.7260319,-73.9963913,"627 Broadway, New York, NY 10012, United States of America",,627,Broadway,10012,Manhattan,,,New York,New York County,New York,NY,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
342,696 Osborne Street,R3L 2B9,Winnipeg,MB,Canada,Invoice,49.862327,-97.131704,"696 Osborne Street, Winnipeg, MB R3L 2B9, Canada",,696,Osborne Street,R3L2B9,,,,Winnipeg,Division No. 11,Manitoba,MB,Canada,ca,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
343,5112 48 Street,X1A 1N6,Yellowknife,NT,Canada,Invoice,62.45315,-114.365653,"5112 48th Street, Yellowknife, NT X1A 1N6, Canada",,5112,48th Street,X1A1N6,,,,Yellowknife,Region 6,Northwest Territories,NT,Canada,ca,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
344,"Rua dos Campeões Europeus de Viena, 4350",NA,Porto,NA,Portugal,Invoice,,,,,,,,,,,,,,,,,,,,,,,
345,Berger Straße 10,60316,Frankfurt,NA,Germany,Invoice,50.11876595,8.692819989259712,"Berger Straße 10, 60316 Frankfurt, Germany",,10,Berger Straße,60316,Innenstadt 3,Nordend Ost,,Frankfurt,,Hesse,,Germany,de,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
346,"11, Place Bellecour",69002,Lyon,NA,France,Invoice,45.7581985,4.8334729,"11 Place Bellecour, 69002 Lyon, France",,11,Place Bellecour,69002,,Bellecour,,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
347,"Via Degli Scipioni, 43",00192,Rome,RM,Italy,Invoice,41.9082832,12.4569899,"Via degli Scipioni, 43, 00192 Rome RM, Italy",Via degli Scipioni,43,Via degli Scipioni,00192,,Municipio Roma I,,Rome,Roma Capitale,Lazio,LAZ,Italy,it,0.75,1,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
348,307 Macacha Güemes,1106,Buenos Aires,NA,Argentina,Invoice,-34.60533707142857,-58.36399481428572,"Macacha Güemes 307, Puerto Madero, C1107 CDA Buenos Aires, Argentina",,307,Macacha Güemes,C1107CDA,Comuna 1,Puerto Madero,,Buenos Aires,,,,Argentina,ar,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
349,"Av. Paulista, 2022",01310-200,São Paulo,SP,Brazil,Invoice,-23.138992,-46.558079,"Avenida Paulista 2022, Atibaia - Southeast, 12940-000, Brazil",,2022,Avenida Paulista,12940-000,Atibaia,,SP,Atibaia,Sao Paulo,Southeast,,Brazil,br,0.5,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
350,"Praça Pio X, 119",20040-020,Rio de Janeiro,RJ,Brazil,Invoice,-22.901274,-43.177882,"Praca Pio X 119, Saúde, Rio de Janeiro - Southeast, 20040-020, Brazil",,119,Praca Pio X,20040-020,,Saúde,RJ,Rio de Janeiro,Rio De Janeiro,Southeast,,Brazil,br,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
351,8210 111 ST NW,T6G 2C7,Edmonton,AB,Canada,Invoice,53.447289797866766,-113.51612024831816,"8210 111 Street NW, Edmonton, AB T6J 7E7, Canada",111 Street NW,8210,111 Street NW,T6J 7E7,Keheewin,Kaskitayo,,Edmonton,,Alberta,AB,Canada,ca,0.5,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
352,1600 Amphitheatre Parkway,94043-1351,Mountain View,CA,USA,Invoice,37.42248575,-122.08558456613565,"Google Building 41, 1600 Amphitheatre Parkway, Mountain View, CA 94043, United States of America",Google Building 41,1600,Amphitheatre Parkway,94043,,,,Mountain View,Santa Clara County,California,CA,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
353,541 Del Medio Avenue,94040-111,Mountain View,CA,USA,Invoice,37.404062,-122.115121,"541 Del Medio Avenue, Mountain View, CA 94040, United States of America",,541,Del Medio Avenue,94040,,Charleston Meadows,SL,Mountain View,Santa Clara County,California,CA,United States,us,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
354,2211 W Berry Street,76110,Fort Worth,TX,USA,Invoice,32.70597691836735,-97.350467,"2211 West Berry Street, Fort Worth, TX 76110, United States of America",,2211,West Berry Street,76110,,,,Fort Worth,Tarrant County,Texas,TX,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
355,"Rua dos Campeões Europeus de Viena, 4350",NA,Porto,NA,Portugal,Invoice,,,,,,,,,,,,,,,,,,,,,,,
356,Ordynacka 10,00-358,Warsaw,NA,Poland,Invoice,52.2360137,21.019813534083013,"Ordynacka 10/12, 00-358 Warsaw, Poland",,10/12,Ordynacka,00-358,Centrum,Midtown,,Warsaw,,Masovian Voivodeship,,Poland,pl,0.95,1,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
357,C/ San Bernardo 85,28015,Madrid,NA,Spain,Invoice,40.4284441,-3.7063184,"Calle de San Bernardo, 85, 28015 Madrid, Spain",,85,Calle de San Bernardo,28015,Centro,Universidad,,Madrid,,Community of Madrid,,Spain,es,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
358,202 Hoxton Street,N1 5LH,London,NA,United Kingdom,Invoice,51.5337146,-0.0799312,"Papa John's, 202 Hoxton Street, London, N1 5LH, United Kingdom",Papa John's,202,Hoxton Street,N1 5LH,London Borough of Hackney,Hoxton,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
359,110 Raeburn Pl,EH4 1HH,"Edinburgh ",NA,United Kingdom,Invoice,55.9593164,-3.2144824,"110 Raeburn Place, City of Edinburgh, EH4 1HH, United Kingdom",,110,Raeburn Place,EH4 1HH,,Comely Bank,,City of Edinburgh,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
360,"12,Community Centre",110017,Delhi,NA,India,Invoice,28.541742158227848,77.21260914050633,"110017, DL, India",110017,,,110017,,,,,Hauz Khas Tehsil,Delhi,DL,India,in,0.5,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
361,Klanova 9/506,14700,Prague,NA,Czech Republic,Invoice,50.022298556867185,14.419057126255705,"Klánova, 147 00 Capital City of Prague, Czechia",Klánova,,Klánova,147 00,obvod Praha 4,Hodkovičky,,Capital City of Prague,,Prague,,Czechia,cz,0.5,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
362,8210 111 ST NW,T6G 2C7,Edmonton,AB,Canada,Invoice,53.447289797866766,-113.51612024831816,"8210 111 Street NW, Edmonton, AB T6J 7E7, Canada",111 Street NW,8210,111 Street NW,T6J 7E7,Keheewin,Kaskitayo,,Edmonton,,Alberta,AB,Canada,ca,0.5,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
363,302 S 700 E,84102,Salt Lake City,UT,USA,Invoice,40.762585,-111.87134,"302 South 700 East, Salt Lake City, UT 84102, United States of America",,302,South 700 East,84102,,Central City,SL,Salt Lake City,Salt Lake County,Utah,UT,United States,us,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
364,796 Dundas Street West,M6J 1V1,Toronto,ON,Canada,Invoice,43.6519828,-79.4082537,"796 Dundas Street West, Toronto, ON M6J 1V1, Canada",,796,Dundas Street West,M6J 1V1,,University—Rosedale,,Toronto,Golden Horseshoe,Ontario,ON,Canada,ca,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
365,194A Chain Lake Drive,B3S 1C5,Halifax,NS,Canada,Invoice,44.6512585,-63.672744,"194 Chain Lake Drive, Halifax, NS B3S 1C9, Canada",Chain Lake Drive,194,Chain Lake Drive,B3S 1C9,,,,Halifax,Halifax County,Nova Scotia,NS,Canada,ca,0.95,1,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
366,5112 48 Street,X1A 1N6,Yellowknife,NT,Canada,Invoice,62.45315,-114.365653,"5112 48th Street, Yellowknife, NT X1A 1N6, Canada",,5112,48th Street,X1A1N6,,,,Yellowknife,Region 6,Northwest Territories,NT,Canada,ca,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
367,Berger Straße 10,60316,Frankfurt,NA,Germany,Invoice,50.11876595,8.692819989259712,"Berger Straße 10, 60316 Frankfurt, Germany",,10,Berger Straße,60316,Innenstadt 3,Nordend Ost,,Frankfurt,,Hesse,,Germany,de,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
368,"68, Rue Jouvence",21000,Dijon,NA,France,Invoice,47.3344155,5.0396111,"68 Rue de Jouvence, 21000 Dijon, France",,68,Rue de Jouvence,21000,,Montchapet,,Dijon,Côte-d'Or,Bourgogne – Franche-Comté,,France,fr,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
369,202 Hoxton Street,N1 5LH,London,NA,United Kingdom,Invoice,51.5337146,-0.0799312,"Papa John's, 202 Hoxton Street, London, N1 5LH, United Kingdom",Papa John's,202,Hoxton Street,N1 5LH,London Borough of Hackney,Hoxton,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
370,"Rotenturmstraße 4, 1010 Innere Stadt",1010,Vienne,NA,Austria,Invoice,48.2097309,16.3738034,"Rotenturmstraße 4, 1010 Vienna, Austria",,4,Rotenturmstraße,1010,Wien,Innere Stadt,,Vienna,,,,Austria,at,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
371,Grétrystraat 63,1000,Brussels,NA,Belgium,Invoice,50.8486677,4.3529277,"Rue Grétry - Grétrystraat 63, 1000 Brussels, Belgium",,63,Rue Grétry - Grétrystraat,1000,Brussels,Pentagon,,Brussels,Brussels-Capital,Brussels-Capital,,Belgium,be,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
372,"Rua Dr. Falcão Filho, 155",01007-010,São Paulo,SP,Brazil,Invoice,-23.5484484,-46.6381561,"Rua Doutor Falcão Filho 155, Glicério, São Paulo - SP, 01007-010, Brazil",,155,Rua Doutor Falcão Filho,01007-010,,Glicério,,São Paulo,Região Metropolitana de São Paulo,São Paulo,SP,Brazil,br,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
373,"Praça Pio X, 119",20040-020,Rio de Janeiro,RJ,Brazil,Invoice,-22.901274,-43.177882,"Praca Pio X 119, Saúde, Rio de Janeiro - Southeast, 20040-020, Brazil",,119,Praca Pio X,20040-020,,Saúde,RJ,Rio de Janeiro,Rio De Janeiro,Southeast,,Brazil,br,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
374,1600 Amphitheatre Parkway,94043-1351,Mountain View,CA,USA,Invoice,37.42248575,-122.08558456613565,"Google Building 41, 1600 Amphitheatre Parkway, Mountain View, CA 94043, United States of America",Google Building 41,1600,Amphitheatre Parkway,94043,,,,Mountain View,Santa Clara County,California,CA,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
375,120 S Orange Ave,32801,Orlando,FL,USA,Invoice,28.5408542,-81.3792585,"Gitto's Pizza, 120 South Orange Avenue, Orlando, FL 32801, United States of America",Gitto's Pizza,120,South Orange Avenue,32801,,,,Orlando,Orange County,Florida,FL,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
376,194A Chain Lake Drive,B3S 1C5,Halifax,NS,Canada,Invoice,44.6512585,-63.672744,"194 Chain Lake Drive, Halifax, NS B3S 1C9, Canada",Chain Lake Drive,194,Chain Lake Drive,B3S 1C9,,,,Halifax,Halifax County,Nova Scotia,NS,Canada,ca,0.95,1,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
377,Erzsébet krt. 58.,H-1073,Budapest,NA,Hungary,Invoice,47.516581,19.092281,"Budapest, BU, Hungary",,,,,,,BU,Budapest,Budapest,Central Hungary,,Hungary,hu,0,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
378,3 Chatham Street,NA,Dublin,Dublin,Ireland,Invoice,53.340756,-6.261312,"3 Chatham Street, Ballsbridge, Dublin, Fingal, Ireland",,3,Chatham Street,NA,,Ballsbridge,DN,Dublin,Fingal,Dublin,,Ireland,ie,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
379,Lijnbaansgracht 120bg,1016,Amsterdam,VV,Netherlands,Invoice,52.3720061,4.8764778,"Lijnbaansgracht 120, 1016 VV Amsterdam, Netherlands",,120,Lijnbaansgracht,1016 VV,,Centrum,,Amsterdam,,North Holland,NH,Netherlands,nl,0.6649999999999999,0.7,0.7,0.6649999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
380,C/ San Bernardo 85,28015,Madrid,NA,Spain,Invoice,40.4284441,-3.7063184,"Calle de San Bernardo, 85, 28015 Madrid, Spain",,85,Calle de San Bernardo,28015,Centro,Universidad,,Madrid,,Community of Madrid,,Spain,es,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
381,110 Raeburn Pl,EH4 1HH,"Edinburgh ",NA,United Kingdom,Invoice,55.9593164,-3.2144824,"110 Raeburn Place, City of Edinburgh, EH4 1HH, United Kingdom",,110,Raeburn Place,EH4 1HH,,Comely Bank,,City of Edinburgh,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
382,"Av. Brigadeiro Faria Lima, 2170",12227-000,São José dos Campos,SP,Brazil,Invoice,-23.2255212,-45.8552797,"Avenida Brigadeiro Faria Lima 2170, Jardim Uirá, São José dos Campos - SP, 12227-751, Brazil",Avenida Brigadeiro Faria Lima,2170,Avenida Brigadeiro Faria Lima,12227-751,São José dos Campos,Jardim Uirá,,São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,São Paulo,SP,Brazil,br,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
383,"Rua Dr. Falcão Filho, 155",01007-010,São Paulo,SP,Brazil,Invoice,-23.5484484,-46.6381561,"Rua Doutor Falcão Filho 155, Glicério, São Paulo - SP, 01007-010, Brazil",,155,Rua Doutor Falcão Filho,01007-010,,Glicério,,São Paulo,Região Metropolitana de São Paulo,São Paulo,SP,Brazil,br,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
384,162 E Superior Street,60611,Chicago,IL,USA,Invoice,41.8960074,-87.62305351783883,"Gino's East, 162 East Superior Street, Chicago, IL 60611, United States of America",Gino's East,162,East Superior Street,60611,Magnificent Mile,Near North Side,,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
385,319 N. Frances Street,53703,Madison,WI,USA,Invoice,43.0729056,-89.395692,"Ian's Pizza, 319 North Frances Street, Madison, WI 53703, United States of America",Ian's Pizza,319,North Frances Street,53703,State-Langdon,,,Madison,Dane County,Wisconsin,WI,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
386,1033 N Park Ave,85719,Tucson,AZ,USA,Invoice,32.234910742016005,-110.95685462024713,"1033 North Park Avenue, Tucson, AZ 85719, United States of America",,1033,North Park Avenue,85719,Feldman's,,,Tucson,Pima County,Arizona,AZ,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
387,796 Dundas Street West,M6J 1V1,Toronto,ON,Canada,Invoice,43.6519828,-79.4082537,"796 Dundas Street West, Toronto, ON M6J 1V1, Canada",,796,Dundas Street West,M6J 1V1,,University—Rosedale,,Toronto,Golden Horseshoe,Ontario,ON,Canada,ca,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
388,5112 48 Street,X1A 1N6,Yellowknife,NT,Canada,Invoice,62.45315,-114.365653,"5112 48th Street, Yellowknife, NT X1A 1N6, Canada",,5112,48th Street,X1A1N6,,,,Yellowknife,Region 6,Northwest Territories,NT,Canada,ca,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
389,"4, Rue Milton",75009,Paris,NA,France,Invoice,48.8769291,2.3406046,"4 Rue Milton, 75009 Paris, France",,4,Rue Milton,75009,Paris,9th Arrondissement,,Paris,,Ile-de-France,IDF,France,fr,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
390,Lijnbaansgracht 120bg,1016,Amsterdam,VV,Netherlands,Invoice,52.3720061,4.8764778,"Lijnbaansgracht 120, 1016 VV Amsterdam, Netherlands",,120,Lijnbaansgracht,1016 VV,,Centrum,,Amsterdam,,North Holland,NH,Netherlands,nl,0.6649999999999999,0.7,0.7,0.6649999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
391,1498 rue Bélanger,H2G 1A7,Montréal,QC,Canada,Invoice,45.5449832,-73.604561,"1498 Rue Bélanger, Montreal, QC H2G 1A7, Canada",,1498,Rue Bélanger,H2G 1A7,La Petite-Patrie,Rosemont–La Petite-Patrie,,Montreal,Urban agglomeration of Montreal,Quebec,QC,Canada,ca,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
392,Ullevålsveien 14,0171,Oslo,NA,Norway,Invoice,59.923146,10.740944,"Ullevålsveien 14, 0171 Oslo, Norway",,14,Ullevålsveien,0171,,St. Hanshaugen,,Oslo,,,,Norway,no,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
393,Rilská 3174/6,14300,Prague,NA,Czech Republic,Invoice,50.0084679,14.4279078,"Rilská 3174/6, 143 00 Capital City of Prague, Czechia",,3174/6,Rilská,143 00,obvod Praha 4,Modřany,,Capital City of Prague,,Prague,,Czechia,cz,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
394,Grétrystraat 63,1000,Brussels,NA,Belgium,Invoice,50.8486677,4.3529277,"Rue Grétry - Grétrystraat 63, 1000 Brussels, Belgium",,63,Rue Grétry - Grétrystraat,1000,Brussels,Pentagon,,Brussels,Brussels-Capital,Brussels-Capital,,Belgium,be,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
395,"Praça Pio X, 119",20040-020,Rio de Janeiro,RJ,Brazil,Invoice,-22.901274,-43.177882,"Praca Pio X 119, Saúde, Rio de Janeiro - Southeast, 20040-020, Brazil",,119,Praca Pio X,20040-020,,Saúde,RJ,Rio de Janeiro,Rio De Janeiro,Southeast,,Brazil,br,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
396,627 Broadway,10012-2612,New York,NY,USA,Invoice,40.7260319,-73.9963913,"627 Broadway, New York, NY 10012, United States of America",,627,Broadway,10012,Manhattan,,,New York,New York County,New York,NY,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
397,1033 N Park Ave,85719,Tucson,AZ,USA,Invoice,32.234910742016005,-110.95685462024713,"1033 North Park Avenue, Tucson, AZ 85719, United States of America",,1033,North Park Avenue,85719,Feldman's,,,Tucson,Pima County,Arizona,AZ,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
398,"11, Place Bellecour",69002,Lyon,NA,France,Invoice,45.7581985,4.8334729,"11 Place Bellecour, 69002 Lyon, France",,11,Place Bellecour,69002,,Bellecour,,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
399,"9, Place Louis Barthou",33000,Bordeaux,NA,France,Invoice,44.8215363,-0.5828175,"9 Place Louis Barthou, 33000 Bordeaux, France",,9,Place Louis Barthou,33000,,Nansouty - Saint-Genès,,Bordeaux,Gironde,Nouvelle-Aquitaine,NAQ,France,fr,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
400,Porthaninkatu 9,00530,Helsinki,NA,Finland,Invoice,60.1825786,24.9523839,"Porthaninkatu 9, 00530 Helsinki, Finland",,9,Porthaninkatu,00530,Central major district,Kallio,,Helsinki,,Uusimaa,,Finland,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
401,3 Chatham Street,NA,Dublin,Dublin,Ireland,Invoice,53.340756,-6.261312,"3 Chatham Street, Ballsbridge, Dublin, Fingal, Ireland",,3,Chatham Street,NA,,Ballsbridge,DN,Dublin,Fingal,Dublin,,Ireland,ie,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
402,C/ San Bernardo 85,28015,Madrid,NA,Spain,Invoice,40.4284441,-3.7063184,"Calle de San Bernardo, 85, 28015 Madrid, Spain",,85,Calle de San Bernardo,28015,Centro,Universidad,,Madrid,,Community of Madrid,,Spain,es,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
403,307 Macacha Güemes,1106,Buenos Aires,NA,Argentina,Invoice,-34.60533707142857,-58.36399481428572,"Macacha Güemes 307, Puerto Madero, C1107 CDA Buenos Aires, Argentina",,307,Macacha Güemes,C1107CDA,Comuna 1,Puerto Madero,,Buenos Aires,,,,Argentina,ar,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
404,Rilská 3174/6,14300,Prague,NA,Czech Republic,Invoice,50.0084679,14.4279078,"Rilská 3174/6, 143 00 Capital City of Prague, Czechia",,3174/6,Rilská,143 00,obvod Praha 4,Modřany,,Capital City of Prague,,Prague,,Czechia,cz,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
405,541 Del Medio Avenue,94040-111,Mountain View,CA,USA,Invoice,37.404062,-122.115121,"541 Del Medio Avenue, Mountain View, CA 94040, United States of America",,541,Del Medio Avenue,94040,,Charleston Meadows,SL,Mountain View,Santa Clara County,California,CA,United States,us,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
406,801 W 4th Street,89503,Reno,NV,USA,Invoice,39.527773,-119.825558,"801 West 4th Street, Reno, NV 89503, United States of America",,801,West 4th Street,89503,Powning Addition,,,Reno,Washoe County,Nevada,NV,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
407,69 Salem Street,2113,Boston,MA,USA,Invoice,42.363353700000005,-71.05583958426791,"69 Salem Street, Boston, MA 02113, United States of America",,69,Salem Street,02113,Waterfront,North End,,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
408,319 N. Frances Street,53703,Madison,WI,USA,Invoice,43.0729056,-89.395692,"Ian's Pizza, 319 North Frances Street, Madison, WI 53703, United States of America",Ian's Pizza,319,North Frances Street,53703,State-Langdon,,,Madison,Dane County,Wisconsin,WI,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
409,796 Dundas Street West,M6J 1V1,Toronto,ON,Canada,Invoice,43.6519828,-79.4082537,"796 Dundas Street West, Toronto, ON M6J 1V1, Canada",,796,Dundas Street West,M6J 1V1,,University—Rosedale,,Toronto,Golden Horseshoe,Ontario,ON,Canada,ca,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
410,"Rua dos Campeões Europeus de Viena, 4350",NA,Porto,NA,Portugal,Invoice,,,,,,,,,,,,,,,,,,,,,,,
411,Porthaninkatu 9,00530,Helsinki,NA,Finland,Invoice,60.1825786,24.9523839,"Porthaninkatu 9, 00530 Helsinki, Finland",,9,Porthaninkatu,00530,Central major district,Kallio,,Helsinki,,Uusimaa,,Finland,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
